id, name, latitude, longitude, address, area, city,cost, rating, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
952,New Modern Cafe,19.2191581,73.0903772,"1, Chirag CHS, Phadke Road,Dombivali East, Mumbai",Dombivali East, Mumbai,450,3.6,no,no,no,no,no,no
953,Soy Street,19.0657147,73.0008157,"Inorbit Mall, First Floor,Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,1100,3.7,yes,yes,yes,yes,no,no
954,Around d' Globe,19.21775,72.84182,"Shop 2/3/4 Shripal Nagar CHS, Near Malpani Ground, Satya Nagar,Borivali West, Mumbai",Borivali West, Mumbai,900,3.5,yes,no,no,no,no,no
955,Blue Waters,18.9990389,72.8252261,"1st Floor, Peninsula Corporation Park, Ganpatrao Kadam Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,650,3.2,yes,no,yes,no,no,no
956,Pronto Pasta and Noodles,19.0880776,73.0045059,"1, Indraprastha Tower, Sector 29,Vashi, Navi Mumbai",Vashi, Mumbai,500,3.8,yes,no,no,no,no,no
957,Utsav,19.194584,72.9667715,"Panch Pakhadi, Thane WestAtunkumar Vaidya Marg,","Panch Pakhadi, Thane West", Mumbai,700,3.5,no,no,no,no,no,no
958,GrubHub,19.19401627,72.83365913,"MMC market, Mith Chowki, Link Road,Malad West, Mumbai",Malad West, Mumbai,850,3.5,yes,no,no,no,no,no
959,Papacream,18.93185401,72.82752793,"18, Cambatta Building, J.T Road,Churchgate, Mumbai",Churchgate, Mumbai,400,3.7,yes,no,no,yes,no,no
960,Farm Cafe,19.17253171,72.94303866,"Shop - G - 11, Runwal Greens Goregaon-Mulund Link Road, Next to Fortis Hospital,Mulund West, Mumbai",Mulund West, Mumbai,500,3.3,yes,no,no,yes,no,no
961,Chaai Centre,19.0157088,73.0413681,"Shop 14&16, Plot 37, Mayuresh Cosmos, Sector 11,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,450,4.1,yes,yes,no,yes,no,no
962,Hot Wok,19.0337188,73.0638744,"Shop 20, Plot 28, Bhoomi Tower, Near ITM College, Sector 4,Kharghar, Navi Mumbai",Kharghar, Mumbai,650,3.7,yes,no,no,yes,no,no
963,Daffodils 23,19.2315253,72.8476698,"Royal Complex, Eksar Road,Borivali West, Mumbai",Borivali West, Mumbai,1200,3.3,yes,no,yes,no,yes,no
964,Meraki,19.0570317,73.002116,"A6, Shah Complex II, Sector 13,Sanpada, Navi Mumbai",Sanpada, Mumbai,600,4.2,yes,no,no,no,no,no
965,Meraki,19.02987994,73.0603943,"16, Balaji Aangan, 1, Near NIFT College, Sector 3,Kharghar, Navi Mumbai",Kharghar, Mumbai,600,3.9,yes,no,no,yes,no,no
966,Meraki,18.99582304,72.82287765,"Shop 16, Ground Floor, Dr. Johar Chawl, Dainik Shivneri Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,600,3.6,yes,no,no,no,no,no
967,Meraki,19.06660025,72.82493893,"House 1, Sangam House, Shirley Rajan Road,Pali Hill, Bandra West, Mumbai","Pali Hill, Bandra West", Mumbai,600,3.9,yes,no,no,no,no,no
968,Meraki,19.14486825,72.82938771,"Andheri Lokhandwala, Andheri WestAdarsh Nagar,","Andheri Lokhandwala, Andheri West", Mumbai,600,4,yes,no,no,no,no,no
969,1Tablespoon Pizza Kitchen,19.0008663,72.8302807,"1, Mathuradas Mill Compound, Todi Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,800,3.9,yes,no,no,no,no,no
971,Pop Tate's,19.0818828,73.00661366,"Shop 120, 1st Floor, Satra Plaza, Sector 19-D, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,1600,3.8,no,no,yes,no,no,no
972,Shiv Sagar,19.00387584,72.8279102,"Ground Floor, Times Tower, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,650,3.9,yes,no,yes,no,no,no
973,27 Yard,19.236276,72.969668,"Manpada, Thane WestShop 6&7, Kothari Compound, Near Tikujini Wadi,","Manpada, Thane West", Mumbai,800,3.4,yes,no,no,no,no,no
974,Toast - Bistro & Bar,19.11087901,72.87452158,"T24 Residency, Church Road, Near Airport Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,2000,3.9,no,yes,yes,yes,no,yes
975,Elementaria Bakery Cafe,18.99516554,72.82660324,"Shop 10 , Khimji Nagji chawl 1, Opposite Pheonix High Street,Lower Parel, Mumbai",Lower Parel, Mumbai,300,3.4,yes,no,no,no,no,no
976,House of Nomad - Taj Lands End,19.043575,72.819367,"Bandstand, Bandra WestTaj Lands End,","Bandstand, Bandra West", Mumbai,1500,4.6,no,no,yes,no,no,no
977,Deepak,19.2285292,72.8480862,"14, Laxmichhaya, LT Road, Babhai Naka,Borivali West, Mumbai",Borivali West, Mumbai,550,3.6,yes,no,no,no,no,no
978,Blue Tokai Coffee Roasters,19.06046212,72.82435186,"May Flower Apartment, New Kantwadi Road,Pali Hill, Bandra West, Mumbai","Pali Hill, Bandra West", Mumbai,350,4.1,no,no,no,yes,no,no
979,Zaika Restaurant & Party Hall,19.2946004,72.8499105,"First Floor, Govind Mall, 150 Feet Road, Salasar Brij Bhumi,Bhayandar, Mumbai",Bhayandar, Mumbai,1000,4.4,yes,no,no,no,no,no
980,Roasted Beans Café,19.0101667,73.0331601,"Shop 26/27, Belle Vista, CHS Plot 46,47,48, Sector 15, Next to DY Patil College,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,700,4,no,no,no,yes,no,no
981,Abhinandan,19.0963329,72.91522846,"LBS Marg, Next to Damodar Park,Ghatkopar West, Mumbai",Ghatkopar West, Mumbai,1000,3.7,yes,no,yes,no,no,no
982,North West,19.08204534,73.00602626,"118, 1st Floor, Satra Plaza, Sector 19-D, Palm Beach Road,Vashi, Navi Mumbai",Vashi, Mumbai,1100,4,yes,no,yes,no,yes,no
983,Cafe 2.0,19.02608692,72.85468362,"541, Noor Mahal, Near Koolar Irani, Dr. Babasaheb Ambedkar Road,Matunga East, Mumbai",Matunga East, Mumbai,300,3.9,yes,no,no,yes,no,no
984,Theeram,19.07870916,72.86779627,"Church Road,Santacruz EastNear Our Lady of Egypt Church, Santacruz East, Mumbai",Santacruz East, Mumbai,550,3.5,yes,no,no,no,no,no
985,Nawab Saheb - Renaissance Hotel,19.1348268,72.9017243,"Renaissance Hotel, 2-3B, Near Chinmayanand Ashram,Powai, Mumbai",Powai, Mumbai,4000,3.9,no,no,yes,yes,yes,no
986,The Pabulum,19.08173926,72.83611368,"Shop 2, Tagore Kunj CHS, Near Poddar School, Saraswati Road,Santacruz West, Mumbai",Santacruz West, Mumbai,200,3.7,yes,no,no,no,no,no
987,Local's Eatery & More,19.12741725,72.82922979,"36, Sai Kanwal Complex, Indian oil nagar,  near4 Bungalowsgurudwara, Mumbai, 4 Bungalows, Mumbai",4 Bungalows, Mumbai,550,3.7,yes,no,no,no,no,no
988,Kings White Castle,19.2741476,72.9611434,"Owale, Thane WestNear Mahindra Showroom, Ovala Naka,","Owale, Thane West", Mumbai,1300,3.5,yes,yes,yes,yes,yes,no
989,Fishland,19.2030632,72.9727688,"Khopat, Thane West9/10, Ramkunj, Ground Floor,","Khopat, Thane West", Mumbai,800,3.6,yes,no,no,no,yes,no
990,Delhi Zaika,18.96194878,72.82453928,"Chapra Hotel, M.S Ali Road, Near Nishat Cinema,Grant Road, Mumbai",Grant Road, Mumbai,800,3.4,yes,no,no,no,yes,no
991,Round About Bar & Kitchen,19.07116869,72.83996165,"Hotel Evergreen, Guru Gobind Singh Marg, Near Railway Station,KharWest, Khar, Mumbai",Khar, Mumbai,1200,4,yes,yes,yes,yes,yes,no
992,TRE,18.9924714,72.8234258,"25, Raghuvanshi Mills Compound, SB Road,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,3.7,no,yes,yes,no,yes,yes
993,TNT Taste 'N' Trip,19.17921023,72.8376298,"Shop B-11, Kamala Nagar, Chincholi Bunder Road,Malad West, Mumbai",Malad West, Mumbai,700,3.8,yes,no,no,yes,no,no
994,Haaochi - Hotel Sun N Sand,19.109614,72.824112,"Hotel Sun N Sand, 39,JuhuBeach, Juhu, Mumbai",Juhu, Mumbai,3000,3.7,no,no,yes,no,yes,no
995,Flavours - Grand Hometel,19.179544,72.84010515,"Grand Hometel Hotel, Off New Link Road, Chincholi Bunder, Next to Inorbit Mall,Malad West, Mumbai",Malad West, Mumbai,1500,3.8,yes,no,yes,yes,no,no
996,Wild Dining Restaurant,19.14888406,72.83283133,"Oshiwara, Andheri West3rd Floor, Om Heera Panna Mall,","Oshiwara, Andheri West", Mumbai,1200,3.6,yes,no,yes,no,yes,no
997,1 By Two,19.12911289,72.86788881,"Shop 9A, Lala Compound. Next to Takshila Police Station.MahakaliCaves Road. Andheri East, Mahakali, Mumbai",Mahakali, Mumbai,800,3.7,yes,no,no,no,no,no
998,Curry Coriander,19.22389504,72.84222543,"Shop 1 & 2, AHCL Homes, Shimpoli Junction, Link Road,Borivali West, Mumbai",Borivali West, Mumbai,1300,3.8,yes,no,no,no,yes,no
999,Ziya - The Oberoi Mumbai,18.9278812,72.8215909,"The Oberoi,Nariman Point, Mumbai",Nariman Point, Mumbai,4500,4.2,no,no,yes,yes,no,no
1001,Royal Treat,19.17173767,72.94290852,"Madan Mohan Malviya Road, Near Telephone Exchange,Mulund West, Mumbai",Mulund West, Mumbai,1600,3.7,yes,yes,yes,yes,yes,no
1002,Sky View Cafe,19.0060174,72.8270611,"3rd Floor, Trade View Building, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,750,3.4,yes,yes,no,no,no,yes
1003,New Skyway,19.14281454,72.84308542,"8 & 9, Ayesha Tower, SV Road,JogeshwariWest, Jogeshwari, Mumbai",Jogeshwari, Mumbai,500,3.6,yes,no,no,no,no,no
1004,Craving Salad,19.06563661,72.83054609,"Pali Hill, Bandra WestShop 1, Solace Building , 33rd Road,","Pali Hill, Bandra West", Mumbai,400,4.1,yes,no,no,yes,no,no
1005,Urban Juice Cafe,19.38489666,72.82405917,"Shop F 11, Jayraj Nagar, 100 Ft Road,Vasai, Mumbai",Vasai, Mumbai,600,4,yes,no,no,no,no,no
1006,Munch,19.03511243,72.84337442,"Shop 2, Mehta Mansion, Sitladevi Temple Road,Mahim, Mumbai",Mahim, Mumbai,500,4.1,yes,no,no,no,no,no
1007,Shake Me Up,19.28395589,72.86623858,"Shop 8, Geeta Arcade, Opposite St. Joseph Church, Station Road, Sheetal Nagar,Mira Road, Mumbai",Mira Road, Mumbai,600,3.9,yes,no,no,no,no,no
1008,Utsav Delight Fine Dine,19.19801917,72.97194578,"Opposite Makhamali Talav, 
L.B.S. Road,Khopat, Thane West, Mumbai","Khopat, Thane West", Mumbai,500,3.6,yes,yes,yes,yes,yes,no
1011,Oh Dough,18.9295697,72.8319424,"Hind Rajasthan Chambers, 6 Allana Marg,Fort, Mumbai",Fort, Mumbai,700,4.1,no,no,no,no,no,no
1012,The Broadway,19.2274177,72.9736915,"Manpada, Thane WestShop 6, Mint Building, India Bulls, Behind Hiranandani Meadows,","Manpada, Thane West", Mumbai,1500,3.7,yes,yes,yes,yes,no,no
1013,Aqaba,18.9979757,72.8295639,"Club House, Level P5, Peninsula Business Park, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,150,3.8,no,yes,yes,yes,yes,no
1014,Natural Ice Cream,19.11524189,72.90713355,"12, Eden 2, Bank Of Baroda, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,200,4.1,yes,no,no,no,no,no
1015,Brain Freeze Icecream,19.21194209,72.8417889,"Shop 4, Shubhkamana CHS. Ltd, Mahavir Nagar, Near Sukh Sagar Restaurant,Kandivali West, Mumbai",Kandivali West, Mumbai,1200,4.3,yes,no,no,yes,no,no
1016,Malhaar Tribes Restobar,19.11167322,72.87965298,"Opposite Jalaram Traders,MarolMarushi Road, Steelmade Industrial Estate Marol, Marol, Mumbai",Marol, Mumbai,700,4,yes,yes,yes,no,yes,no
1017,Cafe Quantico,19.01042487,72.83257585,"8, Parekh building, Opposite Parel Street Depot, Near Motilal Oswal Tower,Prabhadevi, Mumbai",Prabhadevi, Mumbai,1400,3.6,yes,no,no,no,no,no
1018,The Bombay Havelli,18.9534461,72.8166977,"Ground Floor, Ladhabhai Mansion, Opera House, Next to Vijay Sales,Charni Road, Mumbai",Charni Road, Mumbai,3000,4,yes,no,no,yes,no,no
1019,Olio - Novotel,19.10835556,72.82457778,"Novotel,JuhuBeach, Balraj Sahani Marg, Juhu, Mumbai",Juhu, Mumbai,1000,3.7,no,no,yes,yes,yes,no
1020,Chulha  Restrobar,19.2339165,72.9692628,"Manpada, Thane WestGala-F1/1&2, Kothari Warehouse, SV Road Chitaslasr,","Manpada, Thane West", Mumbai,650,3.4,no,yes,yes,no,no,no
1021,Chaplin Barbeque,19.12877142,72.81939581,"7 Bungalows, Andheri WestShop no - 3, Varsha Building, J.P Road, Seven Bungalows,","7 Bungalows, Andheri West", Mumbai,800,3.5,yes,no,no,no,no,no
1022,La Sanazaar Cafe,19.10718542,72.82693148,"Plot - U/13/3, Road-13, J.V.P.D. Scheme, OppositeJuhuChurch, Juhu, Mumbai",Juhu, Mumbai,500,3.1,yes,no,no,no,no,no
1023,"HBO Cafe - Hey Belly, Ola!",18.938431,72.834423,"138/14, Empire Building, Opposite CST Station, D.N.Road,Fort, Mumbai",Fort, Mumbai,650,3.8,no,no,no,no,no,no
1024,Indigo Grill,19.05558536,72.88762987,"112-2-2, S.G. Barve Marg, Opposite Swastik Chambers,Chembur, Mumbai",Chembur, Mumbai,3700,3.5,yes,no,no,no,no,no
1025,The Earth Plate - Sahara Star,19.095652,72.853839,"Hotel Sahara Star, Opposite Domestic Airport,Vile Parle East, Mumbai",Vile Parle East, Mumbai,1700,4,no,yes,yes,yes,yes,no
1026,The White Door,19.0108193,73.0348236,"23-24, Sai Sagar Complex, Sector 15,CBD-Belapur, Navi Mumbai",CBD-Belapur, Mumbai,3500,3.6,no,yes,yes,yes,no,no
1027,The Square - Novotel,19.10836667,72.82453056,"Novotel,JuhuBeach, Balraj Sahani Marg, Juhu, Mumbai",Juhu, Mumbai,1500,3.6,no,no,yes,yes,no,no
1028,Sequel Bistro & Juice Bar,19.06555041,72.83059403,"Pali Hill, Bandra WestShop 2, Solace, 33rd Road, Near Eye Max,","Pali Hill, Bandra West", Mumbai,2000,3.9,yes,no,no,yes,no,no
1030,Alfredo's,19.1070477,72.8261262,"5, Next to Temple Flower, King's International Hotel,JuhuTara Road, Juhu, Mumbai",Juhu, Mumbai,450,3.5,yes,no,yes,no,yes,no
1031,Little Hut Chinese Cuisine,19.05416389,72.82846111,"Hill Road, Bandra West6, Dunhill Apartment, Waroda Road, Hill Road,","Hill Road, Bandra West", Mumbai,450,3.2,yes,no,no,no,no,no
1033,The Corner Club Cafe,19.2186144,73.091182,"Opposite Roshan Automobile, Tilak Road, Off Phadke Road,Dombivali East, Mumbai",Dombivali East, Mumbai,1500,3.3,yes,no,no,yes,no,no
1034,The Den,19.06618228,72.83343852,"Ground Floor, Prabhat Kunj, 24th Road,KharWest, Khar, Mumbai",Khar, Mumbai,1500,3.7,no,yes,yes,yes,yes,no
